criticalRate,death,deathRate,confCaseRate,createDt,confCase,gubun
0.00%,65,0,15,2022-08-12,3164810,20-29
3.99,1551,27.07,6.06,2022-01-03,38886,70-79
1.02,955,15.73,14.04,2022-01-10,93713,60-69
0.98,429,14.4,11.5,2021-11-08,43899,60-69
0.17,2,0.76,10.96,2020-05-17,1211,30-39
0.03,1435,4.08,13.06,2023-07-19,4269589,50-59
0,0,0,27.17,2020-04-03,2734,20-29
0.06,20,0.92,15.84,2021-08-16,35705,40-49
0,0,0,5.76,2020-08-22,980,10-19
1.88,128,46.89,58.02,2020-06-06,6799,Female
0.04,1139,4.15,12.7,2022-09-10,3044309,50-59
0.12,14661,48.89,46.6,2022-11-19,12354287,Male
0.01,59,0.64,15.13,2022-03-08,736683,30-39
0.01,248,1.3,15.51,2022-04-09,2352520,40-49
0.13,3350,11.55,10.54,2022-10-24,2667599,60-69
0.17,2,0.8,10.76,2020-05-02,1160,30-39
0,14768,51,53,2022-10-20,13433044,Female
0.77,15,6.41,18.24,2020-04-19,1945,50-59
1,5843,23,5,2022-08-10,1006831,70-79
0,18,0.06,12.65,2022-12-19,3567862,10-19
0,0,0,27.69,2020-05-12,3028,20-29
0.04,1088,4.16,12.63,2022-08-23,2834577,50-59
2.21,41,13.62,12.95,2020-07-31,1853,60-69
4.34,21,35,6.24,2020-03-11,484,70-79
0.11,16119,51.09,53.54,2022-12-21,15199489,Female
1.03,1045,49.81,51.01,2021-08-01,101911,Male
1.9,128,46.89,58.13,2020-06-03,6737,Female
0,61,0.25,14.61,2022-07-04,2687984,20-29
0.98,436,14.48,11.57,2021-11-10,44632,60-69
1.92,20570,59.63,3.44,2023-05-02,1073751,80 over
16.32,1238,50.24,2.48,2021-09-28,7584,80 over
0,37,0.12,10.46,2022-12-24,2991510,0-9
1.65,881,50.29,50.36,2021-04-06,53491,Female
17.55,76,50,4.52,2020-03-29,433,80 over
0.01,469,1.36,15.23,2023-04-21,4728515,40-49
2.72,151,53.55,43.05,2020-07-02,5555,Male
0,0,0,0,2020-01-30,0,0-9
0.9,2783,48.57,48.01,2022-01-03,308354,Female
23.92,116,47.74,4.52,2020-04-27,485,80 over
0.43,23,4.62,18.27,2020-11-19,5409,50-59
0,0,0,4.88,2020-03-07,330,10-19
0,120,0,15,2022-08-17,3199247,30-39
0.13,5974,49.37,47.77,2022-03-19,4317578,Male
0.12,1,2.86,14.65,2020-03-05,845,40-49
0,4,0,14,2022-04-02,1849793,10-19
0,0,0,0,2020-02-12,0,80 over
0,34,0,11,2022-11-02,2808217,0-9
0.24,91,4.26,17.84,2021-08-10,38166,50-59
0,0,0,5.47,2020-10-19,1383,10-19
0.3,61,3.46,18.44,2021-04-10,20084,50-59
0,8,0.06,13.68,2022-03-20,1282522,10-19
2.21,16836,59.06,3.07,2022-10-03,761856,80 over
0,63,0,15,2022-08-10,3119496,20-29
0,0,0,4.57,2021-07-05,7354,0-9
1.81,141,47,54.97,2020-07-28,7808,Female
0.9,3259,51.46,51.98,2022-01-17,361788,Male
1.61,525,50.19,48.94,2021-01-07,32630,Male
18.95,1074,55.42,4.14,2021-05-25,5669,80 over
0.32,54,3.36,18.62,2021-03-01,16762,50-59
0.12,16851,49.27,46.31,2023-03-23,14234821,Male
0.02,12,0.32,16.79,2021-12-03,77686,20-29
0,0,0,10.12,2023-03-20,3107831,0-9
0.63,5737,23.05,4.76,2022-07-25,916144,70-79
0,0,0,1.36,2020-05-27,153,0-9
0,0,0,10,2022-01-01,63523,10-19
2.21,16848,59.06,3.07,2022-10-04,762444,80 over
4.04,878,26.82,5.23,2021-11-21,21734,70-79
0,0,0,8.07,2021-08-06,16734,10-19
0.09,4,0.78,13.88,2020-11-26,4478,40-49
1.97,255,52.58,46.79,2020-11-10,12939,Male
1.34,1014,50.52,49.74,2021-06-23,75869,Female
0.12,3900,11.37,10.93,2023-04-06,3374863,60-69
0,74,0.25,14.71,2022-11-06,3799942,20-29
0.03,1379,4.07,13.06,2023-02-18,3974059,50-59
0,108,0,15,2022-06-10,2677424,30-39
1.25,57,11.54,15.88,2020-11-16,4569,60-69
3,14342,59,3,2022-06-12,533141,80 over
0,80,0.23,14.57,2023-04-13,4510732,20-29
0,0,0,7,2021-04-26,8357,10-19
0,27,0.11,11.57,2022-08-09,2394513,0-9
0.01,61,0.63,15.05,2022-03-10,833643,30-39
0.82,1321,49.13,46.97,2021-10-19,161833,Female
0,0,0,27.68,2020-05-31,3174,20-29
0.01,12,0.22,15.01,2021-12-29,93197,20-29
0,0,0,1.5,2020-07-02,194,0-9
6.39,470,27.71,7.46,2021-03-21,7356,70-79
1.39,152,46.91,54.75,2020-08-31,10921,Female
0.06,22,0.97,15.87,2021-08-29,39438,40-49
0,0,0,33.33,2020-02-01,4,Female
1.79,804,49.88,49.36,2021-03-03,44826,Male
0,0,0,15.19,2023-07-02,4899011,40-49
0,60,0.25,14.58,2022-06-22,2667134,20-29
1.94,125,48.45,59.03,2020-05-12,6456,Female
0.99,1055,49.86,51.05,2021-08-07,106799,Male
17.26,1192,51.16,2.62,2021-09-07,6908,80 over
0,0,0,9.75,2023-07-22,3200355,0-9
0,0,0,1.3,2020-04-28,140,0-9
1.3,990,49.45,50.24,2021-06-20,75930,Male
9.28,83,28.82,6.69,2020-07-11,894,70-79
0,0,0,21.43,2020-02-14,6,30-39
1.87,20842,0,3.48,2023-06-16,1114341,80 over
0.14,11799,48.68,47,2022-06-04,8532586,Male
8.67,91,29.74,6.66,2020-08-18,1050,70-79
0.16,2864,11.81,10.15,2022-06-05,1842910,60-69
0.06,24,1.03,15.91,2021-09-06,41652,40-49
0,0,0,9.74,2023-07-23,3201914,0-9
0,1192,4,13,2022-10-17,3202777,50-59
0,0,0,19.3,2020-11-10,5337,20-29
0,0,0,9.81,2021-12-06,46816,10-19
6.47,451,27.6,7.54,2021-03-07,6972,70-79
7.58,52,27.96,6.67,2020-04-06,686,70-79
0.12,3890,11.36,10.93,2023-03-28,3363722,60-69
1.79,135,46.88,56.45,2020-07-11,7549,Female
0.01,447,1.4,15.2,2023-01-15,4544741,40-49
0,0,0,3.38,2020-02-29,99,10-19
0.32,180,6.44,15.7,2021-10-27,55939,50-59
0.91,2852,48.45,48.04,2022-01-06,314049,Female
0,0,0,7.65,2021-07-22,14084,10-19
0.02,3,0.17,15.01,2021-04-04,15803,20-29
0.08,2,0.62,12.46,2020-09-01,2515,30-39
0,37,0.11,10.13,2023-03-11,3103098,0-9
1.05,249,12.17,13.98,2021-07-13,23800,60-69
0.04,1097,4.15,12.64,2022-08-26,2883342,50-59
0.01,407,1.36,15.24,2022-11-17,4025674,40-49
1.03,251,12.2,13.58,2021-07-19,24342,60-69
0,0,0,0,2020-01-31,0,40-49
0,18,0.06,12.68,2022-12-06,3474531,10-19
0.07,2,0.56,12.3,2020-09-12,2713,30-39
0.44,21,4.6,18.38,2020-10-24,4738,50-59
0.04,8,0.41,13.71,2021-05-27,18959,30-39
0.01,322,1.33,15.44,2022-05-30,2793148,40-49
0,0,0,8.39,2021-08-25,20251,10-19
1.82,140,47.46,55.84,2020-07-19,7675,Female
0.08,1,0.66,13.5,2020-03-29,1294,40-49
0,160,0.47,14.64,2023-03-22,4498298,30-39
0.07,15,0.75,15.29,2021-06-16,22806,40-49
2.68,14170,58.89,2.93,2022-05-26,528544,80 over
0,73,0,15,2022-10-20,3721341,20-29
0.04,1007,4.12,12.35,2022-06-18,2255696,50-59
5.59,558,28.27,6.9,2021-06-07,9976,70-79
1.58,902,50.28,50.3,2021-04-17,57065,Female
1.33,179,11.59,15.7,2021-02-18,13437,60-69
0.12,17052,49.25,46.22,2023-05-16,14532601,Male
0.44,5,14.29,19.49,2020-03-05,1124,50-59
0.12,14450,48.93,46.65,2022-11-10,12145533,Male
5.62,289,28.14,7.82,2021-01-06,5145,70-79
0,61,0,15,2022-07-01,2682246,20-29
0.77,3303,48.67,48.46,2022-02-02,428535,Female
1.95,257,52.66,46.83,2020-11-13,13174,Male
0.12,14391,48.97,46.67,2022-11-07,12066144,Male
0,13,0.07,12.56,2022-04-05,1792122,0-9
2.89,6721,55.54,2.49,2022-03-19,225401,80 over
0,13,0.07,12.55,2022-04-04,1757756,0-9
2.66,36,14.17,12.52,2020-05-05,1353,60-69
0.08,81,1.38,14.65,2022-01-06,95799,40-49
1.03,1069,15.79,12.05,2022-02-01,104081,60-69
13.83,1554,50.08,2.84,2021-11-14,11238,80 over
0,0,0,26.96,2020-06-11,3221,20-29
0,0,0,27.05,2020-03-21,2380,20-29
0,133,0,15,2022-09-23,3588954,30-39
1.18,47,10.66,15.94,2020-10-16,3990,60-69
0.84,1185,50.23,51.88,2021-09-12,141621,Male
0.13,3263,11.57,10.47,2022-09-25,2577709,60-69
2.09,80,50.63,39.67,2020-03-30,3833,Male
0.01,12,0.29,16.14,2021-12-10,81286,20-29
2.25,41,13.76,13.03,2020-07-24,1822,60-69
0.11,3990,11.36,11.06,2023-07-12,3593707,60-69
17.45,1161,52.25,2.8,2021-08-23,6655,80 over
0,0,0,0,2020-01-26,0,60-69
0,164,0.46,14.69,2023-08-03,4902285,30-39
10.85,77,30.08,6.56,2020-05-08,710,70-79
0,164,0.46,14.69,2023-08-02,4893835,30-39
0,0,0,3.35,2020-12-23,1761,0-9
0.04,1249,4.12,12.85,2022-11-26,3455781,50-59
0,0,0,3.89,2021-02-09,3172,0-9
6.51,14,27.45,2.91,2020-03-09,215,80 over
1.41,249,47.61,52.29,2020-11-29,17653,Female
1.28,996,49.5,50.34,2021-06-26,77750,Male
9.66,68,29.57,6.62,2020-04-17,704,70-79
0.11,14899,51.01,53.31,2022-11-01,13655110,Female
1.17,44,10.84,15.89,2020-09-28,3759,60-69
0.11,3928,11.37,10.97,2023-05-09,3433443,60-69
0.27,30,3.49,18.75,2020-12-29,11009,50-59
1.78,132,46.64,56.83,2020-07-04,7404,Female
0,162,0.47,14.67,2023-05-27,4642320,30-39
9.47,90,29.9,6.6,2020-08-03,950,70-79
0,0,0,10.94,2023-04-23,3400777,60-69
3,14450,59,3,2022-07-03,536285,80 over
1.03,257,12.37,13.18,2021-07-26,25060,60-69
0.1,14,0.85,14.4,2021-03-10,13498,40-49
0,22,0.09,11.98,2022-06-20,2189737,0-9
1.84,756,49.67,49.23,2021-02-14,41117,Male
0.74,1290,50.51,52.83,2021-10-08,173263,Male
0.04,1030,4.14,12.35,2022-07-25,2376340,50-59
2.03,18571,59.46,3.27,2022-12-15,914743,80 over
0.03,10,0.47,14.66,2021-08-06,30413,30-39
0,22,0.06,12.43,2023-02-24,3788270,10-19
0.63,5710,23.06,4.77,2022-07-19,899569,70-79
0,136,0.47,14.59,2022-10-08,3641707,30-39
2.21,16300,58.92,3.03,2022-09-15,736366,80 over
0,162,0.46,14.68,2023-06-08,4673233,30-39
0.09,14,0.79,14.67,2021-04-10,15980,40-49
2,15954,59,3,2022-09-04,706726,80 over
0.01,476,0,15.2,2023-06-12,4849815,40-49
0.13,7311,49.07,47.45,2022-03-27,5606533,Male
1.77,795,50.28,50.71,2021-02-25,44883,Female
7.49,51,27.87,6.65,2020-04-05,681,70-79
0.14,11839,48.67,47.01,2022-06-09,8555327,Male
0.21,3,1.17,13.26,2020-05-10,1442,40-49
0.01,1,0.06,15.1,2021-03-09,14084,20-29
0.04,792,4.08,12.15,2022-04-10,1862397,50-59
0,0,0,8.76,2021-10-01,27475,10-19
0.1,17869,50.64,53.93,2023-07-28,17844626,Female
0.12,14191,48.95,46.73,2022-10-23,11820612,Male
0.04,1035,4.14,12.37,2022-07-29,2426107,50-59
0,14122,49,47,2022-10-17,11747575,Male
0.04,21,0.82,15.93,2021-10-09,52558,30-39
0.13,12474,51.32,53,2022-06-08,9638973,Female
0,0,0,3.27,2020-12-17,1518,0-9
0,37,0.11,10.32,2023-01-06,3034777,0-9
0,0,0,1.33,2020-05-18,147,0-9
6.22,37,35.58,6.69,2020-03-22,595,70-79
0,0,0,3.57,2020-02-15,1,70-79
0.64,16,5.33,17.63,2020-07-30,2515,50-59
17.6,1134,52.89,2.93,2021-08-13,6443,80 over
0,0,0,14.53,2023-07-15,4732907,20-29
0.04,956,4.07,12.32,2022-05-10,2170377,50-59
2.72,37,14.34,12.42,2020-05-12,1358,60-69
0.85,2732,51.1,52.08,2021-12-28,320582,Male
0,0,0,5.56,2020-07-13,750,10-19
0.18,3,1.06,13.06,2020-07-05,1710,40-49
0,0,0,16.09,2020-12-30,9615,20-29
0.03,15,0.63,15.48,2021-09-16,43338,30-39
0,27,0.11,11.69,2022-08-03,2343532,0-9
0.13,12403,51.3,53,2022-05-31,9594889,Female
1.78,22,13.58,12.62,2020-03-31,1235,60-69
1.55,97,47.55,59.86,2020-04-09,6239,Female
0,18,0.06,12.67,2022-12-08,3491057,10-19
0.12,16792,49.25,46.32,2023-03-10,14179926,Male
0.01,12,0.26,15.5,2021-12-18,86596,20-29
0.66,1130,15.37,9.23,2022-02-19,171530,60-69
2.98,144,52.94,41.85,2020-06-02,4830,Male
0,0,0,0,2020-01-29,0,10-19
0.01,3,0.15,16.75,2021-07-22,30836,20-29
0,0,0,21.46,2020-09-02,4388,20-29
1,5696,23,5,2022-07-13,890001,70-79
0,22,0.06,12.42,2023-03-10,3802697,10-19
0.91,1160,49.79,48.25,2021-09-07,127081,Female
0,37,0.11,10.1,2023-04-03,3115997,0-9
0.04,996,4.11,12.34,2022-06-03,2239245,50-59
0,0,0,5.78,2020-08-29,1122,10-19
0.04,26,0.73,15.32,2021-11-29,68042,30-39
0.86,2797,51.27,52.04,2021-12-30,325754,Male
0.01,416,1.35,15.23,2022-12-05,4162762,40-49
0,0,0,5.46,2020-08-03,785,10-19
0.04,1040,4.15,12.38,2022-08-01,2453954,50-59
0.04,26,0.7,15.18,2021-12-03,70225,30-39
1.05,242,12,14.74,2021-06-29,23025,60-69
0.03,1358,4.09,13.05,2023-01-21,3912468,50-59
0,23,0.07,12.43,2023-04-29,3871876,10-19
0.07,35,1.39,16.07,2021-10-05,51655,40-49
0,0,0,4.27,2021-04-10,4657,0-9
17.4,1182,51.75,2.72,2021-08-30,6792,80 over
1.54,285,51.63,47.92,2020-12-08,18564,Male
0,0,0,5.5,2020-10-06,1332,10-19
0.81,1108,15.65,10.1,2022-02-13,136387,60-69
0,0,0,4.76,2021-07-24,8915,0-9
20.24,750,56.48,4.99,2021-01-22,3706,80 over
0.46,7229,22.71,5.46,2022-12-26,1566520,70-79
0,13271,49,47,2022-09-05,11052916,Male
0.11,16813,50.97,53.64,2023-01-16,15994771,Female
6.44,411,27.15,7.68,2021-02-13,6386,70-79
0.02,11,0.43,19.33,2021-10-09,63763,20-29
0.12,3879,11.36,10.93,2023-03-17,3352633,60-69
0,0,0,6.88,2021-04-08,7404,10-19
0.04,41,0.63,14.7,2022-01-21,105732,30-39
0,143,0.45,14.58,2022-12-19,4112635,30-39
0,24,0.07,12.43,2023-07-26,4101529,10-19
1.24,201,11.55,15.5,2021-04-03,16233,60-69
0,0,0,5.53,2021-10-11,18421,0-9
0.06,23,0.99,15.89,2021-09-04,41146,40-49
0.04,978,4.09,12.34,2022-05-20,2209910,50-59
0.1,17798,50.67,53.88,2023-07-12,17499548,Female
0.11,2,0.66,12.72,2020-08-06,1844,30-39
0.07,15,0.76,15.25,2021-06-13,22547,40-49
0.03,1402,4.1,13.06,2023-03-22,4014545,50-59
0.13,2,0.71,11.75,2020-07-03,1524,30-39
20.86,200,50.63,4.09,2020-09-25,959,80 over
0,0,0,0,2020-02-05,0,70-79
0,63,0,15,2022-08-05,3026434,20-29
0,0,0,5.27,2020-04-07,544,10-19
0,22,0.07,12.46,2023-02-03,3766928,10-19
0.04,1278,4.13,12.89,2022-12-09,3559020,50-59
0.03,8,0.39,14.51,2021-07-21,26437,30-39
0.11,14533,51.09,53.23,2022-10-01,13198480,Female
1.6,2255,26.28,3.56,2022-03-04,140837,70-79
0,0,0,1.33,2020-05-21,148,0-9
1.9,24,13.79,12.58,2020-04-03,1266,60-69
0.01,12,0.24,15.17,2021-12-24,90440,20-29
0.01,317,1.32,15.45,2022-05-24,2780078,40-49
0.1,17493,50.72,53.74,2023-05-01,16754193,Female
0.93,491,14.44,12.36,2021-11-25,53008,60-69
0,0,0,28.3,2020-03-14,2288,20-29
0,24,0,12,2022-07-02,2197557,0-9
0,152,0.46,14.62,2023-01-20,4379256,30-39
1.81,784,49.75,49.28,2021-02-24,43424,Male
0,0,0,8.68,2021-09-22,25252,10-19
10.26,28,34.57,3.28,2020-03-17,273,80 over
0.09,1,1.33,13.94,2020-03-16,1148,40-49
0.31,174,6.29,15.78,2021-10-24,55514,50-59
0.38,6,8,19.21,2020-03-15,1568,50-59
1.95,20286,59.64,3.41,2023-03-03,1040711,80 over
0,0,0,4,2020-03-01,141,10-19
13.58,55,43.65,4.43,2020-03-25,405,80 over
0.08,14,0.78,14.7,2021-04-15,16476,40-49
0,0,0,2.64,2020-11-08,723,0-9
0.1,17999,50.59,54,2023-08-16,18349606,Female
0.03,1307,4.09,12.97,2022-12-28,3743901,50-59
0.3,315,4.8,14.02,2022-01-24,103910,50-59
20.46,959,55.72,4.63,2021-03-27,4687,80 over
0.83,1673,49.19,47.11,2021-11-25,202111,Female
0,3126,12,10,2022-08-30,2391525,60-69
6.39,98,30.06,7.5,2020-09-02,1534,70-79
2.18,17150,59.1,3.1,2022-10-25,785877,80 over
0.15,5302,50.04,51.96,2022-03-14,3567412,Female
0,0,0,0,2020-01-23,0,20-29
0,0,0,50,2020-01-25,1,Female
0,98,0.44,14.73,2022-04-25,2493423,30-39
1.47,295,51.04,47.98,2020-12-12,20022,Male
1.02,1,33.33,28.32,2020-02-22,98,50-59
0,0,0,0,2020-01-22,0,10-19
1,5889,23,5,2022-08-13,1032485,70-79
2.02,18681,60,3,2022-12-18,923691,80 over
1.49,239,47.51,52.79,2020-11-21,16017,Female
0,15,0.08,12.41,2022-04-12,1940233,0-9
0.15,2120,12.15,9.85,2022-04-04,1379219,60-69
0,0,0,10.32,2022-01-18,72237,10-19
0,23,0.07,12.41,2023-05-23,3917437,10-19
0.14,10738,48.52,47.07,2022-04-24,7951929,Male
0,0,0,3.51,2023-07-22,1153730,80 over
0,0,0,10.14,2022-01-11,67975,10-19
0.44,7909,22.7,5.69,2023-06-07,1809817,70-79
0.01,3,0.06,7.56,2021-12-26,45934,0-9
0.01,459,1.35,15.24,2023-02-23,4644488,40-49
0,0,0,5.5,2020-07-28,781,10-19
0,0,0,5.27,2021-09-07,13877,0-9
1.83,267,52.46,47.26,2020-11-23,14624,Male
0.64,5707,23.07,4.78,2022-07-17,896231,70-79
0,9,0,13,2022-06-10,2385410,10-19
0,15,0.06,12.82,2022-08-23,2879136,10-19
0.11,14071,51.11,53.2,2022-09-13,12821228,Female
6.92,157,31.91,8.01,2020-11-14,2270,70-79
2.46,33,14.22,12.61,2020-04-18,1343,60-69
0,0,0,11.28,2023-09-02,3898743,60-69
0,0,0,18.75,2020-02-18,6,20-29
0,12800,51,53,2022-07-28,10357659,Female
1.71,850,49.74,49.63,2021-03-25,49766,Male
0.04,26,0.68,15.15,2021-12-04,70871,30-39
0.42,7986,22.68,5.77,2023-07-24,1898622,70-79
1.69,867,50.23,50.36,2021-03-29,51426,Female
1.83,20967,59.63,3.51,2023-07-17,1143282,80 over
0.01,3,0.05,7.74,2021-12-30,48461,0-9
0.11,4042,11.35,11.24,2023-08-18,3831340,60-69
2.43,41,14.54,13.07,2020-07-02,1686,60-69
0.04,26,0.72,15.3,2021-11-30,68436,30-39
0.64,5470,23.01,4.81,2022-05-17,858535,70-79
0,29,0,11,2022-08-17,2477439,0-9
0.08,15,0.8,14.88,2021-05-11,19086,40-49
0.01,3,0.14,16.99,2021-07-27,32540,20-29
0,3,0.04,11.37,2022-02-23,264937,0-9
16.88,282,51.09,4.31,2020-12-08,1671,80 over
0.01,323,1.33,15.44,2022-06-04,2802576,40-49
0,3278,3292,10,2022-10-02,2603328,60-69
0,59,0.25,14.48,2022-05-26,2611624,20-29
1.76,820,50.25,50.57,2021-03-06,46552,Female
0,331,1,15,2022-07-03,2837268,40-49
0,0,0,4.44,2021-06-08,6435,0-9
2.03,241,53.2,46.55,2020-10-22,11889,Male
0,0,0,6.11,2020-12-03,2180,10-19
0.11,17390,49.34,46.08,2023-07-26,15203636,Male
0,0,0,5.24,2020-03-17,436,10-19
5.71,303,27.55,7.8,2021-01-09,5302,70-79
0,18,0.08,12.21,2022-04-27,2086993,0-9
0.02,8,0.34,18.76,2021-09-16,52515,20-29
0.03,8,0.39,14.55,2021-07-23,27026,30-39
0.12,17166,49.28,46.18,2023-06-07,14696607,Male
1.07,27,61.36,37.28,2020-03-07,2523,Male
0.04,26,0.67,15.06,2021-12-06,71899,30-39
0,72,0.25,14.78,2022-10-04,3672729,20-29
18.55,1114,54.31,3.43,2021-07-16,6007,80 over
0,13076,49,47,2022-08-31,10887196,Male
0.21,3,1.33,13.29,2020-04-15,1408,40-49
1.43,945,49.66,49.89,2021-05-17,65994,Male
0.04,1011,4.13,12.35,2022-06-24,2261315,50-59
0.12,17042,49.26,46.23,2023-05-13,14511985,Male
0,0,0,4.31,2021-04-27,5173,0-9
0,39,0.11,9.48,2023-08-28,3263224,0-9
0,74,0.24,14.65,2022-11-29,3959386,20-29
0.88,3379,51.47,51.9,2022-01-24,384823,Male
0.07,42,1.51,15.98,2021-10-26,56628,40-49
18.65,1107,54.42,3.62,2021-07-08,5937,80 over
0.11,16086,51.08,53.53,2022-12-20,15150811,Female
6.94,157,32.17,8.04,2020-11-13,2263,70-79
0,0,0,0,2020-02-07,0,70-79
1.06,1022,15.84,13.62,2022-01-19,96169,60-69
0,2907,12,10,2022-07-06,1866203,60-69
0,21,0.09,12.02,2022-05-30,2173934,0-9
1.88,128,46.89,57.97,2020-06-07,6826,Female
0.45,7465,22.68,5.53,2023-01-14,1645527,70-79
2.99,130,52.63,40.42,2020-04-30,4351,Male
0,80,0.23,14.57,2023-05-05,4552005,20-29
0,24,0.07,12.32,2023-08-09,4148635,10-19
0.04,1158,4.18,12.71,2022-09-16,3090240,50-59
7.31,141,33.57,8.03,2020-10-03,1930,70-79
0.01,440,1.35,15.25,2023-01-06,4485925,40-49
0,14,0,13,2022-08-11,2724110,10-19
0.47,7122,22.76,5.44,2022-12-16,1526217,70-79
1.06,1054,15.84,12.82,2022-01-27,99686,60-69
20,176,50.87,4.05,2020-09-10,880,80 over
0,0,0,3.49,2023-07-01,1126367,80 over
23.97,152,49.67,3.95,2020-08-19,634,80 over
0,0,0,25.2,2020-08-04,3635,20-29
0,102,0.44,14.72,2022-05-09,2585553,30-39
5.52,4307,52.11,2.23,2022-03-02,78003,80 over
0.09,10,0.7,14.34,2021-01-31,11212,40-49
0,0,0,14.49,2023-08-19,4945324,20-29
0,116,0,15,2022-08-06,3008475,30-39
0.06,457,4.51,11.86,2022-03-12,735773,50-59
14.4,3226,49.41,3.08,2022-01-22,22402,80 over
0.04,29,0.64,14.7,2021-12-16,79988,30-39
0.51,6327,23.01,5.13,2022-09-12,1232362,70-79
0.07,2,0.52,12.2,2020-09-21,2812,30-39
0.23,81,3.88,17.95,2021-07-30,35332,50-59
0,0,0,5.38,2021-09-18,15275,0-9
0.13,4,1.06,13.34,2020-09-19,3053,40-49
0,396,1,15,2022-10-30,3895029,40-49
1,1478,49.3,46.88,2021-11-09,179760,Female
1.35,1008,50.5,49.77,2021-06-18,74773,Female
0.04,7,0.38,13.52,2021-05-05,16896,30-39
0.65,4870,23.31,4.66,2022-04-16,754785,70-79
0,0,0,7.15,2021-06-13,10573,10-19
0.86,1204,49.77,47.88,2021-09-22,139317,Female
0,80,0.23,14.57,2023-04-24,4528673,20-29
0.3,28,4.15,18.54,2020-12-20,9205,50-59
6.46,463,27.77,7.53,2021-03-13,7162,70-79
0.14,11952,48.72,47.02,2022-06-28,8623013,Male
0,22,0.06,12.42,2023-03-01,3792180,10-19
0,0,0,4.56,2021-07-10,7605,0-9
0,0,0,10.08,2022-01-08,66655,10-19
0,0,0,2.51,2020-10-17,630,0-9
0,32,0,11,2022-09-20,2723087,0-9
6.25,38,31.67,6.73,2020-03-24,608,70-79
6.99,157,32.24,8.04,2020-11-12,2246,70-79
0.04,25,0.8,15.73,2021-11-15,62504,30-39
0.11,17251,50.77,53.68,2023-02-28,16378614,Female
6.42,441,27.36,7.56,2021-03-03,6867,70-79
2.94,127,52.92,40.34,2020-04-23,4317,Male
9.5,86,29.55,6.65,2020-07-16,905,70-79
0.1,17685,50.71,53.82,2023-06-09,17151662,Female
0,81,0.23,14.5,2023-08-14,4914062,20-29
0.64,5304,23.05,4.78,2022-05-03,829577,70-79
1.27,1028,50.54,49.48,2021-07-08,81165,Female
0,158,0.46,14.64,2023-03-03,4471569,30-39
0.12,12597,48.8,46.88,2022-08-18,10248013,Male
0.01,322,1.33,15.44,2022-06-02,2799175,40-49
0,0,0,2.05,2020-08-25,368,0-9
0.12,16474,49.14,46.34,2023-02-02,14001572,Male
0.18,3,1.07,13.12,2020-06-24,1645,40-49
0.04,8,0.41,13.79,2021-06-06,19883,30-39
1.79,21085,59.69,3.54,2023-08-01,1177617,80 over
0,37,0.11,10.15,2023-03-01,3097581,0-9
0.12,17263,49.3,46.15,2023-06-26,14829383,Male
0,0,0,7.45,2021-07-13,12682,10-19
0.12,17152,49.27,46.19,2023-06-02,14663681,Male
0.04,1182,4.15,12.73,2022-10-03,3160586,50-59
0,0,0,3.28,2020-12-19,1591,0-9
15.46,1309,49.51,2.48,2021-10-16,8468,80 over
0.77,15,5.86,17.97,2020-05-11,1960,50-59
0.01,396,1.35,15.25,2022-11-05,3933991,40-49
0,0,0,11.21,2023-08-12,3793976,60-69
20.33,231,50,4.32,2020-10-29,1136,80 over
18.68,1100,54.59,3.79,2021-06-28,5889,80 over
0.69,1,9.09,12.57,2020-02-26,144,30-39
0.6,5789,23.05,4.78,2022-08-03,958498,70-79
1.22,205,11.62,15.5,2021-04-09,16778,60-69
0.32,48,3.29,18.73,2021-02-05,15010,50-59
0.11,17600,49.41,45.99,2023-08-18,15675771,Male
0,23,0.07,12.41,2023-05-18,3906864,10-19
1,5286,23,5,2022-05-01,825353,70-79
0,0,0,11.04,2023-06-25,3546955,60-69
0,152,0.46,14.62,2023-01-17,4365098,30-39
0,37,0.11,9.93,2023-06-02,3153147,0-9
2.67,12957,58.83,2.88,2022-04-23,484546,80 over
0.01,13,0.21,14.96,2022-01-12,100933,20-29
0,100,0.44,14.73,2022-05-02,2547250,30-39
0.25,73,3.6,18.27,2021-07-03,29118,50-59
0,0,0,0,2020-01-24,0,70-79
0,0,0,8.66,2021-09-19,24764,10-19
0.02,9,0.37,18.86,2021-09-23,55193,20-29
0.36,12,37.5,62.52,2020-03-04,3331,Female
0.1,12,0.77,14.32,2021-02-22,12505,40-49
0.01,3,0.06,7.51,2021-12-25,45217,0-9
1.12,223,11.79,15.31,2021-05-13,19847,60-69
1.96,20110,59.68,3.39,2023-02-10,1028387,80 over
0,24,0.07,12.43,2023-07-17,4054380,10-19
0.44,7867,22.69,5.66,2023-05-19,1783120,70-79
0.11,17336,50.73,53.69,2023-03-20,16484399,Female
0.01,3,0.07,7.05,2021-12-17,38882,0-9
0.12,16529,49.17,46.34,2023-02-06,14023936,Male
1.39,970,49.57,50.03,2021-05-30,70001,Male
0,166,0.46,14.69,2023-08-23,5036735,30-39
0.98,453,14.6,11.75,2021-11-14,46451,60-69
0,0,0,7.15,2021-06-12,10542,10-19
8.37,3758,50.75,2.29,2022-02-20,44875,80 over
0.01,301,1.29,15.47,2022-05-09,2717165,40-49
1.74,843,50.33,50.46,2021-03-15,48446,Female
0,16,0.06,12.8,2022-09-25,3150382,10-19
